fact_id,context,claim,label,claim_type
pocket_wifi,In Giappone i turisti possono connettersi noleggiando un pocket WiFi oppure comprando una SIM o eSIM dati; il dispositivo si ritira ai banchi in aeroporto e si restituisce di frequente con una busta prepagata.,In Giappone è impossibile noleggiare un pocket WiFi.,0,contradiction
kinkakuji,"Il Padiglione d'Oro (Kinkaku-ji) di Kyoto accoglie i visitatori ogni giorno dalle 9:00 alle 17:00; l'ingresso per gli adulti costa 500 yen, mentre per gli studenti di elementari e medie il prezzo è di 300 yen.",Il Kinkaku-ji è visitabile ogni giorno della settimana.,1,entailment
todaiji,"Il tempio Todai-ji di Nara custodisce il Grande Buddha, una statua in bronzo alta circa 15 metri. L'ingresso alla Sala del Grande Buddha costa 800 yen per gli adulti.",L'ingresso alla Sala del Grande Buddha costa 800 yen per gli adulti.,1,entailment
chopsticks,"Nel galateo giapponese è considerato di cattivo gusto piantare le bacchette verticalmente nel riso, perché richiama i riti funebri; allo stesso modo non si deve passare il cibo da bacchette a bacchette.",Passarsi il cibo di bacchette in bacchette è un'usanza apprezzata in Giappone.,0,contradiction
golden_week,La Golden Week giapponese è una serie di festività nazionali che cade tra la fine di aprile e l'inizio di maggio: in quei giorni treni e hotel sono estremamente affollati e i prezzi salgono sensibilmente.,La Golden Week cade tra fine aprile e inizio maggio.,1,entailment
narita_express,Il Narita Express (N'EX) collega l'aeroporto di Narita alla stazione di Tokyo in circa 60 minuti; il biglietto di sola andata costa circa 3070 yen e tutti i posti sono a prenotazione obbligatoria.,Il Narita Express costa circa 300 yen a tratta.,0,contradiction
luggage_forward,"Con il takkyubin, il servizio giapponese di trasporto bagagli, si possono spedire le valigie tra hotel: la consegna avviene di solito il giorno dopo e il prezzo è di circa 2000-3000 yen a valigia.",Il takkyubin si può richiedere anche dai konbini.,2,neutral_hard
teamlab,Per visitare teamLab Planets a Tokyo bisogna comprare online un biglietto con fascia oraria; un adulto paga 3800 yen. Il percorso si affronta scalzi perché in alcune sale si cammina nell'acqua.,Un adulto paga 3800 yen per teamLab Planets.,1,entailment
train_etiquette,"In Giappone sui mezzi su rotaia si evita di telefonare e si tiene il telefono in modalità silenziosa; in alcune linee, nelle ore di punta, esistono vagoni riservati alle sole donne.",Molti pendolari giapponesi dormono durante il tragitto in treno.,2,neutral_hard
shinkansen_tokyo_kyoto,Il treno ad alta velocità Nozomi impiega circa 2 ore e 15 minuti da Tokyo a Kyoto; la sola andata con posto riservato costa intorno ai 14000 yen.,Sedendosi sul lato destro del treno verso Kyoto si può vedere il monte Fuji.,2,neutral_hard
nara_deer,Nel parco di Nara vivono in libertà oltre mille cervi sika considerati messaggeri divini; i visitatori possono nutrirli solo con gli appositi cracker shika senbei venduti nel parco a circa 200 yen.,Alcuni cervi di Nara si inchinano per chiedere i cracker.,2,neutral_hard
tokyo_skytree,"La Tokyo Skytree è alta 634 metri ed è la torre più alta del Giappone; dispone di due osservatori, il Tembo Deck a 350 metri e la Tembo Galleria a 450 metri.",Alla base della Skytree si trova il centro commerciale Solamachi.,2,neutral_hard
shoes_off,"In Giappone è obbligatorio togliersi le scarpe prima di entrare nelle case private, nei ryokan e in molti templi; all'ingresso (genkan) si trovano spesso pantofole da indossare all'interno.",Nei ristoranti con tatami i posti a sedere sono su cuscini zabuton.,2,neutral_hard
jrpass,"Il Japan Rail Pass ordinario da 7 giorni costa 50000 yen e consente viaggi illimitati sulla rete JR, inclusi gli Shinkansen Hikari e Kodama, ma non è valido sui treni Nozomi e Mizuho.",Il Japan Rail Pass da 7 giorni costa 29650 yen.,0,contradiction
plug_voltage,In Giappone le prese elettriche sono di tipo A con due lamelle piatte e la tensione è di 100 volt; i viaggiatori europei hanno bisogno di un adattatore.,In Giappone la tensione elettrica è di 100 volt.,1,entailment
kinkakuji,"Il Padiglione d'Oro (Kinkaku-ji) di Kyoto accoglie i visitatori ogni giorno dalle 9:00 alle 17:00; l'ingresso per gli adulti costa 500 yen, mentre per gli studenti di elementari e medie il prezzo è di 300 yen.",Gli studenti delle scuole medie pagano 300 yen per entrare al Kinkaku-ji.,1,entailment
capsule_hotel,"I capsule hotel in Giappone offrono capsule singole impilate su due file, con servizi igienici condivisi; spesso i piani sono divisi per genere e una notte costa in media tra 3000 e 6000 yen.",Nei capsule hotel i bagni sono in comune.,1,entailment
suica,"Suica e Pasmo sono carte prepagate valide su metro, treni e bus a Tokyo e in molte regioni del Giappone; si possono usare anche per pagare nei minimarket e ai distributori automatici.",Le carte Pasmo funzionano anche sugli autobus di Tokyo.,1,entailment
himeji,"Patrimonio dell'umanità UNESCO, il castello di Himeji si visita dalle 9:00 alle 17:00 con ultimo accesso alle 16:00; gli adulti pagano 1000 yen e il castello chiude soltanto il 29 e il 30 dicembre.",Il castello di Himeji è soprannominato 'castello dell'airone bianco'.,2,neutral_hard
tsuyu,"In quasi tutto il Giappone la tsuyu, la stagione delle piogge, dura più o meno da inizio giugno a metà luglio, portando precipitazioni frequenti e umidità elevata; Hokkaido resta in buona parte fuori da questo fenomeno.",Molti hotel giapponesi prestano ombrelli gratuitamente agli ospiti.,2,neutral_hard
plug_voltage,"Le prese giapponesi sono di tipo A, a due lamelle piatte, con corrente a 100 volt: chi arriva dall'Europa deve munirsi di un adattatore.",Le prese giapponesi sono di tipo L a tre poli.,0,contradiction
shibuya_sky,"Shibuya Sky è la terrazza panoramica in cima allo Shibuya Scramble Square, al 47° piano, 229 metri sopra la città. Gli orari di apertura vanno dalle 10:00 alle 22:30 e l'ultimo ingresso è consentito alle 21:20.",L'osservatorio Shibuya Sky si trova al 10° piano.,0,contradiction
gion,"A Gion, il quartiere storico di Kyoto, dal 2024 alcuni vicoli privati sono off-limits per i turisti, con multe fino a 10000 yen per i trasgressori; le vie pubbliche principali, come Hanamikoji, restano percorribili.",L'orario di chiusura del museo varia con la stagione.,2,neutral_easy
luggage_forward,"Con il takkyubin, il servizio giapponese di trasporto bagagli, si possono spedire le valigie tra hotel: la consegna avviene di solito il giorno dopo e il prezzo è di circa 2000-3000 yen a valigia.",Con il takkyubin si possono spedire i bagagli da un hotel all'altro.,1,entailment
ryokan,Nei ryokan tradizionali si dorme su futon stesi sul tatami e la tariffa include spesso la cena kaiseki e la colazione; il check-in avviene in genere tra le 15:00 e le 17:00.,In Giappone molti locali offrono acqua o tè gratuitamente.,2,neutral_easy
onsen_tattoo,In molti onsen tradizionali giapponesi l'ingresso alle persone tatuate è ancora vietato o limitato; alcune strutture consentono l'accesso se il tatuaggio viene coperto con un cerotto. Prima di entrare in vasca è obbligatorio lavarsi accuratamente il corpo.,In Giappone nessun onsen pone limitazioni ai tatuaggi.,0,contradiction
ichiran,La catena di ramen Ichiran è famosa per i banconi con postazioni singole separate da pannelli; si ordina tramite un distributore automatico di biglietti all'ingresso e molte sedi sono aperte 24 ore su 24.,Alcune sedi di Ichiran sono aperte 24 ore su 24.,1,entailment
golden_week,La Golden Week giapponese è una serie di festività nazionali che cade tra la fine di aprile e l'inizio di maggio: in quei giorni treni e hotel sono estremamente affollati e i prezzi salgono sensibilmente.,Il 29 aprile in Giappone si celebra il giorno di Showa.,2,neutral_hard
onsen_tattoo,In molti onsen tradizionali giapponesi l'ingresso alle persone tatuate è ancora vietato o limitato; alcune strutture consentono l'accesso se il tatuaggio viene coperto con un cerotto. Prima di entrare in vasca è obbligatorio lavarsi accuratamente il corpo.,Prima di entrare nella vasca di un onsen bisogna lavarsi.,1,entailment
suica,"Le carte ricaricabili Suica e Pasmo si usano su treni, metropolitane e autobus di Tokyo e in gran parte del Giappone, e permettono anche di pagare nei konbini e ai distributori automatici.",Suica e Pasmo sono carte ricaricabili.,1,entailment
konbini,"In Giappone i minimarket (konbini) quali 7-Eleven, Lawson e FamilyMart restano aperti 24 ore su 24: vendono piatti pronti e bevande e offrono ATM, stampa documenti e pagamento delle bollette.",Nei konbini non è possibile prelevare contanti.,0,contradiction
golden_week,La Golden Week giapponese è una serie di festività nazionali che cade tra la fine di aprile e l'inizio di maggio: in quei giorni treni e hotel sono estremamente affollati e i prezzi salgono sensibilmente.,Nella Golden Week i prezzi degli alloggi crollano ai minimi annuali.,0,contradiction
golden_week,"Tra fine aprile e inizio maggio si concentra la Golden Week, il periodo di festività nazionali giapponesi: trasporti e alloggi risultano molto affollati e le tariffe aumentano in modo marcato.",La Golden Week giapponese si svolge a ottobre.,0,contradiction
sapporo_snowfes,"Ogni anno, ai primi di febbraio, Sapporo ospita lo Snow Festival: nel parco Odori e in altre zone vengono esposte gigantesche sculture di neve e ghiaccio e l'accesso alle aree è gratuito.",Le sculture principali possono superare i dieci metri di altezza.,2,neutral_hard
ichiran,"Da Ichiran, nota catena di ramen, si mangia in postazioni individuali divise da pannelli; l'ordine si effettua alla macchinetta dei biglietti all'entrata e diversi locali restano aperti 24 ore su 24.",Alcune sedi di Ichiran sono aperte 24 ore su 24.,1,entailment
arashiyama,"Ad Arashiyama, nella zona ovest di Kyoto, il sentiero nella foresta di bambù è gratuito e aperto a qualsiasi ora; per trovare poca gente conviene andarci al mattino presto.",L'ingresso alla foresta di bambù di Arashiyama costa 1200 yen.,0,contradiction
plug_voltage,In Giappone le prese elettriche sono di tipo A con due lamelle piatte e la tensione è di 100 volt; i viaggiatori europei hanno bisogno di un adattatore.,Nei negozi di elettronica di Akihabara si trovano adattatori economici.,2,neutral_hard
miyajima,"L'isola di Miyajima, vicino a Hiroshima, è celebre per il torii galleggiante del santuario di Itsukushima. Il traghetto da Miyajimaguchi impiega circa 10 minuti e dal 2023 i visitatori pagano una tassa di ingresso di 100 yen.",Il torii galleggiante di Itsukushima si trova a Okinawa.,0,contradiction
kanazawa_kenrokuen,"Il giardino Kenroku-en di Kanazawa, considerato uno dei tre giardini più belli del Giappone, costa 320 yen per gli adulti ed è aperto dalle 7:00 alle 18:00 da marzo a metà ottobre.",In estate il Kenroku-en apre alle 7:00.,1,entailment
onigiri_price,In Giappone si può mangiare spendendo poco: una ciotola di gyudon da Yoshinoya o Sukiya costa sui 500-700 yen e un ramen in un ristorante medio costa attorno ai 1000 yen.,In Giappone è impossibile mangiare con meno di 5000 yen a pasto.,0,contradiction
tipping,"In Giappone non esiste la cultura della mancia: lasciarla nei ristoranti può risultare scortese o creare imbarazzo. Il conto si paga generalmente alla cassa, non al tavolo.",In Giappone non si lascia la mancia al ristorante.,1,entailment
miyajima,"L'isola di Miyajima, vicino a Hiroshima, è celebre per il torii galleggiante del santuario di Itsukushima. Il traghetto da Miyajimaguchi impiega circa 10 minuti e dal 2023 i visitatori pagano una tassa di ingresso di 100 yen.",Il santuario di Itsukushima si trova sull'isola di Miyajima.,1,entailment
onigiri_price,In Giappone si può mangiare spendendo poco: una ciotola di gyudon da Yoshinoya o Sukiya costa sui 500-700 yen e un ramen in un ristorante medio costa attorno ai 1000 yen.,Il Narita Express dispone di spazi dedicati ai bagagli con lucchetto.,2,neutral_easy
sakura,"A Tokyo e Kyoto la fioritura dei ciliegi (sakura) avviene in genere tra la fine di marzo e l'inizio di aprile, con una piena fioritura che dura circa una settimana.",La piena fioritura dei sakura dura tre mesi.,0,contradiction
kinkakuji,"Il Kinkaku-ji, il celebre Padiglione d'Oro di Kyoto, è aperto tutti i giorni dalle 9:00 alle 17:00. Il biglietto d'ingresso costa 500 yen per gli adulti e 300 yen per gli studenti delle scuole elementari e medie.",Il giardino del Kinkaku-ji ospita una casa da tè storica.,2,neutral_hard
train_etiquette,Sui treni e sulle metropolitane giapponesi è buona norma non parlare al telefono e tenere la suoneria in modalità silenziosa; nelle ore di punta alcune linee dispongono di carrozze riservate alle donne.,In metropolitana in Giappone si tiene il telefono in silenzioso.,1,entailment
visa_italy,Per motivi turistici i cittadini italiani non necessitano di visto per il Giappone fino a 90 giorni di permanenza; è richiesto un passaporto valido per l'intero soggiorno.,In Giappone bisogna portare sempre con sé il passaporto.,2,neutral_hard
tipping,"In Giappone non esiste la cultura della mancia: lasciarla nei ristoranti può risultare scortese o creare imbarazzo. Il conto si paga generalmente alla cassa, non al tavolo.",I camerieri giapponesi si aspettano una mancia generosa.,0,contradiction
ryokan,Nei ryokan tradizionali si dorme su futon stesi sul tatami e la tariffa include spesso la cena kaiseki e la colazione; il check-in avviene in genere tra le 15:00 e le 17:00.,La tariffa dei ryokan include spesso cena e colazione.,1,entailment
momiji,"A Kyoto il momento migliore per il momiji, il foliage autunnale degli aceri, è di norma tra metà e fine novembre, con i giardini dei templi che si colorano di rosso.",A Kyoto il picco del foliage autunnale è tra metà e fine novembre.,1,entailment
capsule_hotel,"I capsule hotel in Giappone offrono capsule singole impilate su due file, con servizi igienici condivisi; spesso i piani sono divisi per genere e una notte costa in media tra 3000 e 6000 yen.",Molti capsule hotel forniscono pigiama e articoli da toeletta.,2,neutral_hard
luggage_forward,"Il servizio di spedizione bagagli takkyubin permette di inviare le valigie da un hotel all'altro in Giappone, in genere con consegna il giorno successivo e un costo di circa 2000-3000 yen a collo.",In Giappone non esiste alcun servizio di spedizione bagagli tra hotel.,0,contradiction
konbini,"In Giappone i minimarket (konbini) quali 7-Eleven, Lawson e FamilyMart restano aperti 24 ore su 24: vendono piatti pronti e bevande e offrono ATM, stampa documenti e pagamento delle bollette.",I konbini giapponesi chiudono tutti alle 18:00.,0,contradiction
todaiji,"A Nara, il Todai-ji ospita il Daibutsu, il Grande Buddha in bronzo di circa 15 metri di altezza; per accedere alla Sala del Grande Buddha gli adulti pagano 800 yen.",La sala principale del Todai-ji è uno degli edifici in legno più grandi al mondo.,2,neutral_hard
fushimi_inari,"Il santuario Fushimi Inari Taisha di Kyoto è famoso per i suoi migliaia di torii rossi. L'accesso è gratuito e il santuario è aperto 24 ore su 24, tutti i giorni dell'anno.",Per salire al Fushimi Inari è obbligatorio prenotare una fascia oraria.,0,contradiction
fuji_climbing,La stagione ufficiale di scalata del monte Fuji va all'incirca da inizio luglio a inizio settembre; fuori da questo periodo i sentieri e i rifugi sono in gran parte chiusi. Dal 2024 il sentiero Yoshida prevede un contributo di 2000 yen a persona.,Dalla regione dei cinque laghi si gode una vista celebre sul Fuji.,2,neutral_hard
narita_express,Il Narita Express (N'EX) collega l'aeroporto di Narita alla stazione di Tokyo in circa 60 minuti; il biglietto di sola andata costa circa 3070 yen e tutti i posti sono a prenotazione obbligatoria.,Sul Narita Express ci si siede liberamente senza prenotazione.,0,contradiction
onsen_tattoo,In molti onsen tradizionali giapponesi l'ingresso alle persone tatuate è ancora vietato o limitato; alcune strutture consentono l'accesso se il tatuaggio viene coperto con un cerotto. Prima di entrare in vasca è obbligatorio lavarsi accuratamente il corpo.,Tutti gli onsen giapponesi accettano senza problemi le persone tatuate.,0,contradiction
akihabara,"Akihabara, il quartiere dell'elettronica e della cultura otaku di Tokyo, la domenica pomeriggio chiude al traffico la via principale Chuo-dori, che diventa un'isola pedonale.","Akihabara è il quartiere finanziario di Tokyo, privo di negozi di elettronica.",0,contradiction
miyajima,"L'isola di Miyajima, vicino a Hiroshima, è celebre per il torii galleggiante del santuario di Itsukushima. Il traghetto da Miyajimaguchi impiega circa 10 minuti e dal 2023 i visitatori pagano una tassa di ingresso di 100 yen.","Le scimmie si vedono più facilmente in inverno, quando fa freddo.",2,neutral_easy
suica,"Le carte ricaricabili Suica e Pasmo si usano su treni, metropolitane e autobus di Tokyo e in gran parte del Giappone, e permettono anche di pagare nei konbini e ai distributori automatici.",Con la Suica si può pagare nei konbini.,1,entailment
onigiri_price,"Mangiare in Giappone può essere economico: un pasto in una catena di gyudon come Yoshinoya o Sukiya costa circa 500-700 yen, mentre un ramen in un locale medio si aggira sui 1000 yen.",Un gyudon da Yoshinoya costa circa 500-700 yen.,1,entailment
akihabara,"A Tokyo, il quartiere di Akihabara — regno dell'elettronica e della cultura otaku — trasforma la domenica pomeriggio la sua via principale, la Chuo-dori, in una zona pedonale chiusa alle auto.",La via principale di Akihabara si chiama Chuo-dori.,1,entailment
train_etiquette,Sui treni e sulle metropolitane giapponesi è buona norma non parlare al telefono e tenere la suoneria in modalità silenziosa; nelle ore di punta alcune linee dispongono di carrozze riservate alle donne.,Molti pendolari giapponesi dormono durante il tragitto in treno.,2,neutral_hard
teamlab,"Il museo digitale teamLab Planets di Tokyo richiede l'acquisto del biglietto online con data e ora prestabilite. Il prezzo per gli adulti è di 3800 yen e si visita a piedi nudi, poiché alcune installazioni prevedono di camminare nell'acqua.",A teamLab Planets è obbligatorio tenere le scarpe per tutto il percorso.,0,contradiction
train_etiquette,Sui treni e sulle metropolitane giapponesi è buona norma non parlare al telefono e tenere la suoneria in modalità silenziosa; nelle ore di punta alcune linee dispongono di carrozze riservate alle donne.,Alcune linee giapponesi hanno carrozze riservate alle donne nelle ore di punta.,1,entailment
ryokan,Nei ryokan tradizionali si dorme su futon stesi sul tatami e la tariffa include spesso la cena kaiseki e la colazione; il check-in avviene in genere tra le 15:00 e le 17:00.,Nei ryokan si dorme su futon sistemati sul tatami.,1,entailment
ryokan,Nei ryokan tradizionali si dorme su futon stesi sul tatami e la tariffa include spesso la cena kaiseki e la colazione; il check-in avviene in genere tra le 15:00 e le 17:00.,Il check-in nei ryokan avviene in genere tra le 15:00 e le 17:00.,1,entailment
universal_osaka,"Gli Universal Studios Japan di Osaka richiedono il biglietto d'ingresso (Studio Pass); per l'area di Super Nintendo World nei giorni affollati serve anche un biglietto a orario (timed entry ticket), gratuito, da prenotare tramite l'app ufficiale.",Il biglietto a orario per Super Nintendo World costa 5000 yen.,0,contradiction
himeji,"Patrimonio dell'umanità UNESCO, il castello di Himeji si visita dalle 9:00 alle 17:00 con ultimo accesso alle 16:00; gli adulti pagano 1000 yen e il castello chiude soltanto il 29 e il 30 dicembre.",In primavera il parco del castello di Himeji si riempie di ciliegi in fiore.,2,neutral_hard
kanazawa_kenrokuen,"A Kanazawa, il Kenroku-en — annoverato tra i tre giardini più celebri del Giappone — ha un ingresso di 320 yen per gli adulti; da marzo a metà ottobre gli orari vanno dalle 7:00 alle 18:00.",Accanto al Kenroku-en si trova il castello di Kanazawa.,2,neutral_hard
chopsticks,"Secondo l'etichetta giapponese non bisogna mai infilare le bacchette in verticale nella ciotola di riso, gesto legato ai funerali, né passarsi il cibo direttamente da bacchette a bacchette.",Passarsi il cibo di bacchette in bacchette è un'usanza apprezzata in Giappone.,0,contradiction
hiroshima_peace,"Il Museo Memoriale della Pace di Hiroshima ha un biglietto d'ingresso di 200 yen per gli adulti ed è aperto dalle 8:30, con orario di chiusura variabile a seconda della stagione.",Il museo di Hiroshima ha lo stesso orario di chiusura tutto l'anno.,0,contradiction
hiroshima_peace,"Il Museo Memoriale della Pace di Hiroshima ha un biglietto d'ingresso di 200 yen per gli adulti ed è aperto dalle 8:30, con orario di chiusura variabile a seconda della stagione.",Il Museo della Pace di Hiroshima costa 2000 yen per gli adulti.,0,contradiction
arashiyama,"La foresta di bambù di Arashiyama, a ovest di Kyoto, è accessibile gratuitamente e sempre aperta; il momento migliore per visitarla evitando la folla è la mattina presto.",Mangiare è generalmente accettato sui treni a lunga percorrenza come lo Shinkansen.,2,neutral_easy
tokyo_skytree,"La Tokyo Skytree è alta 634 metri ed è la torre più alta del Giappone; dispone di due osservatori, il Tembo Deck a 350 metri e la Tembo Galleria a 450 metri.",La Tembo Galleria si trova a 100 metri di altezza.,0,contradiction
teamlab,"Il museo digitale teamLab Planets di Tokyo richiede l'acquisto del biglietto online con data e ora prestabilite. Il prezzo per gli adulti è di 3800 yen e si visita a piedi nudi, poiché alcune installazioni prevedono di camminare nell'acqua.",L'ingresso a teamLab Planets è gratuito la prima domenica del mese.,0,contradiction
sakura,La stagione dei sakura a Tokyo e Kyoto cade solitamente tra fine marzo e i primi di aprile; il picco della fioritura dura all'incirca una settimana.,Il parco di Ueno è uno dei luoghi più famosi per ammirare i ciliegi a Tokyo.,2,neutral_hard
onsen_tattoo,In molti onsen tradizionali giapponesi l'ingresso alle persone tatuate è ancora vietato o limitato; alcune strutture consentono l'accesso se il tatuaggio viene coperto con un cerotto. Prima di entrare in vasca è obbligatorio lavarsi accuratamente il corpo.,Alcuni ryokan dispongono di vasche private prenotabili.,2,neutral_hard
universal_osaka,"Per entrare agli Universal Studios Japan di Osaka serve lo Studio Pass; nei giorni di maggiore affluenza l'accesso a Super Nintendo World richiede in aggiunta un biglietto a orario gratuito, ottenibile dall'app ufficiale.",Per gli Universal Studios Japan serve lo Studio Pass.,1,entailment
fuji_climbing,La stagione ufficiale di scalata del monte Fuji va all'incirca da inizio luglio a inizio settembre; fuori da questo periodo i sentieri e i rifugi sono in gran parte chiusi. Dal 2024 il sentiero Yoshida prevede un contributo di 2000 yen a persona.,Fuori stagione i rifugi del monte Fuji sono in gran parte chiusi.,1,entailment
miyajima,"L'isola di Miyajima, vicino a Hiroshima, è celebre per il torii galleggiante del santuario di Itsukushima. Il traghetto da Miyajimaguchi impiega circa 10 minuti e dal 2023 i visitatori pagano una tassa di ingresso di 100 yen.",A Miyajima vivono cervi in libertà come a Nara.,2,neutral_hard
golden_week,La Golden Week giapponese è una serie di festività nazionali che cade tra la fine di aprile e l'inizio di maggio: in quei giorni treni e hotel sono estremamente affollati e i prezzi salgono sensibilmente.,Nella Golden Week i prezzi di treni e alloggi aumentano.,1,entailment
taxi_japan,In Giappone le porte posteriori dei taxi sono automatiche e gestite dal conducente. La mancia non è prevista e a Tokyo la corsa parte da una tariffa base di circa 500 yen.,A Tokyo la tariffa base del taxi parte da circa 500 yen.,1,entailment
momiji,"Il foliage autunnale (momiji) a Kyoto raggiunge tipicamente il picco tra la metà e la fine di novembre, quando gli aceri si tingono di rosso nei giardini dei templi.",Alcuni templi di Kyoto organizzano aperture serali con illuminazioni.,2,neutral_hard
snow_monkey,"Al Jigokudani Monkey Park, nella prefettura di Nagano, si possono osservare i macachi giapponesi immergersi nelle piscine termali; il parco è raggiungibile con una camminata di circa 30 minuti nel bosco e l'ingresso costa 800 yen per gli adulti.",Durante il festival vengono organizzati anche scivoli di neve per bambini.,2,neutral_easy
ghibli_museum,"Per il Museo Ghibli di Mitaka i biglietti vanno prenotati in anticipo, non esiste biglietteria in loco. Nelle sale interne fotografie e video sono vietati.",Nel Museo Ghibli è permesso girare video nelle sale espositive.,0,contradiction
momiji,"Il foliage autunnale (momiji) a Kyoto raggiunge tipicamente il picco tra la metà e la fine di novembre, quando gli aceri si tingono di rosso nei giardini dei templi.",Il momiji indica il foliage autunnale degli aceri.,1,entailment
sakura,"A Tokyo e Kyoto la fioritura dei ciliegi (sakura) avviene in genere tra la fine di marzo e l'inizio di aprile, con una piena fioritura che dura circa una settimana.",A Kyoto la fioritura dei ciliegi avviene in genere a cavallo tra marzo e aprile.,1,entailment
cash_japan,"Sebbene i pagamenti elettronici siano sempre più diffusi, in Giappone molti piccoli ristoranti, templi e negozi accettano solo contanti; è consigliabile avere sempre con sé alcune migliaia di yen.",Molti templi giapponesi non accettano pagamenti elettronici.,1,entailment
gion,"A Gion, il quartiere storico di Kyoto, dal 2024 alcuni vicoli privati sono off-limits per i turisti, con multe fino a 10000 yen per i trasgressori; le vie pubbliche principali, come Hanamikoji, restano percorribili.",La via Hanamikoji resta accessibile ai visitatori.,1,entailment
chopsticks,"Secondo l'etichetta giapponese non bisogna mai infilare le bacchette in verticale nella ciotola di riso, gesto legato ai funerali, né passarsi il cibo direttamente da bacchette a bacchette.",Passare il cibo da bacchette a bacchette è contrario al galateo giapponese.,1,entailment
akihabara,"Akihabara, il quartiere dell'elettronica e della cultura otaku di Tokyo, la domenica pomeriggio chiude al traffico la via principale Chuo-dori, che diventa un'isola pedonale.",La via principale di Akihabara si chiama Chuo-dori.,1,entailment
himeji,"Patrimonio dell'umanità UNESCO, il castello di Himeji si visita dalle 9:00 alle 17:00 con ultimo accesso alle 16:00; gli adulti pagano 1000 yen e il castello chiude soltanto il 29 e il 30 dicembre.",L'ingresso al castello di Himeji è gratuito.,0,contradiction
momiji,"A Kyoto il momento migliore per il momiji, il foliage autunnale degli aceri, è di norma tra metà e fine novembre, con i giardini dei templi che si colorano di rosso.",In autunno gli aceri giapponesi restano completamente verdi.,0,contradiction
himeji,"Il castello di Himeji, patrimonio UNESCO, è aperto dalle 9:00 alle 17:00 (ultimo ingresso alle 16:00). Il biglietto costa 1000 yen per gli adulti ed è chiuso solo il 29 e 30 dicembre.",Il castello di Himeji è chiuso ogni lunedì.,0,contradiction
todaiji,"A Nara, il Todai-ji ospita il Daibutsu, il Grande Buddha in bronzo di circa 15 metri di altezza; per accedere alla Sala del Grande Buddha gli adulti pagano 800 yen.",Il Todai-ji fu fondato nell'VIII secolo.,2,neutral_hard
snow_monkey,"Al Jigokudani Monkey Park, nella prefettura di Nagano, si possono osservare i macachi giapponesi immergersi nelle piscine termali; il parco è raggiungibile con una camminata di circa 30 minuti nel bosco e l'ingresso costa 800 yen per gli adulti.",L'ingresso al parco delle scimmie di Nagano è gratuito.,0,contradiction
tsuyu,"La stagione delle piogge (tsuyu) in gran parte del Giappone va all'incirca da inizio giugno a metà luglio, con piogge frequenti e alta umidità; Hokkaido ne è in gran parte esclusa.",Hokkaido è in gran parte esclusa dalla stagione delle piogge.,1,entailment
cash_japan,"In Giappone il contante resta importante: nonostante la diffusione dei pagamenti digitali, parecchi piccoli ristoranti, templi e botteghe accettano soltanto contanti, quindi conviene portare con sé qualche migliaio di yen.",In Giappone le monete arrivano fino al taglio da 500 yen.,2,neutral_hard
jrpass,"Con 50000 yen si acquista il Japan Rail Pass ordinario di 7 giorni, che permette di viaggiare senza limiti sui treni JR e sugli Shinkansen Hikari e Kodama; restano esclusi i Nozomi e i Mizuho.",Il Japan Rail Pass non è valido sui treni Nozomi.,1,entailment
suica,"Suica e Pasmo sono carte prepagate valide su metro, treni e bus a Tokyo e in molte regioni del Giappone; si possono usare anche per pagare nei minimarket e ai distributori automatici.",Suica e Pasmo sono carte ricaricabili.,1,entailment
sakura,"A Tokyo e Kyoto la fioritura dei ciliegi (sakura) avviene in genere tra la fine di marzo e l'inizio di aprile, con una piena fioritura che dura circa una settimana.",La piena fioritura dei sakura dura circa una settimana.,1,entailment
osaka_dotonbori,"Dotonbori è il quartiere dei divertimenti di Osaka, famoso per le insegne luminose come quella del Glico Running Man e per lo street food; è più animato la sera e non prevede alcun biglietto d'ingresso.",A Dotonbori si trova l'insegna del Glico Running Man.,1,entailment
kinkakuji,"Il Kinkaku-ji, il celebre Padiglione d'Oro di Kyoto, è aperto tutti i giorni dalle 9:00 alle 17:00. Il biglietto d'ingresso costa 500 yen per gli adulti e 300 yen per gli studenti delle scuole elementari e medie.",Il Kinkaku-ji chiude alle 21:00 per le visite serali.,0,contradiction
arashiyama,"La foresta di bambù di Arashiyama, a ovest di Kyoto, è accessibile gratuitamente e sempre aperta; il momento migliore per visitarla evitando la folla è la mattina presto.","Ad Arashiyama si trova anche il tempio Tenryu-ji, patrimonio UNESCO.",2,neutral_hard
narita_express,"Dall'aeroporto di Narita alla stazione di Tokyo, il Narita Express impiega circa un'ora e costa circa 3070 yen a tratta; la prenotazione del posto è obbligatoria per tutti i passeggeri.",In alternativa al Narita Express esiste il Keisei Skyliner per Ueno.,2,neutral_hard
ryokan,"Un ryokan tradizionale prevede il pernottamento su futon posati sul tatami; nel prezzo sono spesso comprese la cena kaiseki e la colazione, e il check-in si effettua solitamente tra le 15:00 e le 17:00.","Ad Arashiyama si trova anche il tempio Tenryu-ji, patrimonio UNESCO.",2,neutral_easy
fuji_climbing,"Il monte Fuji si può scalare ufficialmente da inizio luglio a inizio settembre, quando sentieri e rifugi sono operativi. Sul sentiero Yoshida, dal 2024, è richiesto un contributo di 2000 yen a persona.",Il monte Fuji si scala ufficialmente solo in inverno.,0,contradiction
